X,Y,fid,id,@id,description,fixme,height,highway,lamp_model,lamp_mount,lamp_type,leaf_type,level,light:count,light:lit,light:power,light:tilt,man_made,operator,source,support,tower:type,Z_1
76980.897514758,71107.5070309718,1,node/432818370,node/432818370,,,,street_lamp,,,SON,,,,,,,,,Mapillary (2019-02-21),,,292.475006103516
76919.2318097987,71016.4280517795,2,node/432818371,node/432818371,,,,street_lamp,,,SON,,,,,,,,,Mapillary (2019-02-21),,,291.350006103516
76901.5301179533,70855.2221189213,3,node/432818372,node/432818372,,,,street_lamp,,,SON,,,,,,,,,Mapillary (2019-02-21),,,289.764984130859
76902.5965788272,70964.8860565124,4,node/563652186,node/563652186,,,,street_lamp,,,SON,,,,,,,,,Mapillary (2019-02-21),,,290.744995117188
77178.7459731062,71204.1883854116,5,node/563652190,node/563652190,,,,street_lamp,Thorn Alpha 4,,low_pressure_sodium,,,,,,,,,Mapillary (2019-02-21),,,297.089996337891
74240.798401259,71265.0711666274,6,node/566931085,node/566931085,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,296.042510986328
77019.8013057916,71146.4803807543,7,node/649413507,node/649413507,,,,street_lamp,,,SON,,,,,,,,,Mapillary (2019-02-21),,,292.807495117188
74193.6486238304,70591.7288160698,8,node/930001324,node/930001324,,,,street_lamp,Philips MA50,,SOX,,,,,,,,,,,,312.522491455078
77050.2916833529,71169.2312185319,9,node/1118360241,node/1118360241,,,,street_lamp,Thorn Alpha 4,,low_pressure_sodium,,,,,,,,,Mapillary (2019-02-21),,,293.007507324219
77106.0388277288,71193.6596161599,10,node/1118360250,node/1118360250,,,,street_lamp,Thorn Alpha 4,,low_pressure_sodium,,,,,,,,,Mapillary (2019-02-21),,,295.649993896484
77136.0140524032,71200.3619141748,11,node/1118360257,node/1118360257,,,,street_lamp,Thorn Alpha 4,,low_pressure_sodium,,,,,,,,,Mapillary (2019-02-21),,,296.657501220703
76850.4972626028,71167.5723111064,12,node/1131586959,node/1131586959,,,,street_lamp,,,SON,,,,,,,,,Mapillary (2019-02-21),,,292.737487792969
76849.6035376413,71134.7846669742,13,node/1131588015,node/1131588015,,,,street_lamp,,,SON,,,,,,,,,Mapillary (2019-02-21),,,292.617492675781
76857.8675141033,71001.5920491535,14,node/1131588522,node/1131588522,,,,street_lamp,,,SON,,,,,,,,,Mapillary (2019-02-21),,,291.482482910156
76851.5039264954,71067.7502907062,15,node/1131588869,node/1131588869,,,,street_lamp,,,SON,,,,,,,,,Mapillary (2019-02-21),,,292.049987792969
74282.7234548186,73150.3949618631,16,node/1131588908,node/1131588908,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,283.720001220703
76998.78997528,71279.6240279384,17,node/1131589034,node/1131589034,,,,street_lamp,Schréder RX N,,high_pressure_sodium,,,,,,,,,Mapillary (2019-02-21),,,299.600006103516
76851.4345929349,71200.7492082599,18,node/1131589035,node/1131589035,,,,street_lamp,,,SON,,,,,,,,,Mapillary (2019-02-21),,,292.975006103516
76867.9199307522,70935.2315440646,19,node/1131589197,node/1131589197,,,,street_lamp,,,SON,,,,,,,,,Mapillary (2019-02-21),,,290.977508544922
77073.5133352525,71220.013906817,20,node/1131589409,node/1131589409,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,Mapillary (2019-02-21),,,292.547485351562
72226.7293375372,77343.3957964291,25,node/1296216262,node/1296216262,,,,street_lamp,Philips MA60,,low_pressure_sodium,,,1.0,,180.0,,,,,,,337.267486572266
72151.3209793669,77343.4588106143,26,node/1296216268,node/1296216268,,,,street_lamp,Philips MA60,,low_pressure_sodium,,,1.0,,180.0,,,,,,,337.040008544922
72448.2424396618,77331.5299972834,27,node/1296216270,node/1296216270,,,,street_lamp,Philips MA60,,low_pressure_sodium,,,1.0,,180.0,,,,,,,336.149993896484
72299.5772873788,77341.2241910392,28,node/1296216280,node/1296216280,,,,street_lamp,Philips MA60,,low_pressure_sodium,,,1.0,,180.0,,,,,,,337.105010986328
72612.2560535584,77334.9545897546,33,node/1331591094,node/1331591094,,,,street_lamp,Philips SGS203,,high_pressure_sodium,,,,,,,,,,,,335.954986572266
72571.2311057639,77320.8513598493,34,node/1331591197,node/1331591197,,,,street_lamp,Philips MA60,,low_pressure_sodium,,,1.0,,180.0,,,,,,,334.582489013672
68620.0322247896,64321.4642889511,35,node/1424152809,node/1424152809,,,,street_lamp,,,,,,,,,,,,,,,288.507507324219
68595.5002954507,64326.4311843417,36,node/1424152814,node/1424152814,,,,street_lamp,,,,,,,,,,,,,,,289.005004882812
73644.8653590588,73913.0114803311,45,node/2040655665,node/2040655665,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,291.195007324219
74351.8297624397,73314.5430532093,47,node/2207331225,node/2207331225,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,284.632507324219
73693.4829935043,73354.6867455027,48,node/2390479356,node/2390479356,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,295.692504882812
73618.2970925854,73880.331803917,49,node/2390482586,node/2390482586,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,291.257507324219
73618.667788897,73813.5869047258,50,node/2390482588,node/2390482588,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,291.040008544922
73619.5975784902,73948.1869921514,51,node/2390482600,node/2390482600,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,291.130004882812
68573.3113451753,64322.8181808812,53,node/2592864673,node/2592864673,,,,street_lamp,,,,,,,,,,,,,,,290.864990234375
78027.1528691828,72934.5922271704,75,node/2955112109,node/2955112109,,,,street_lamp,,,,,,,,,,,,,,,290.775024414062
78012.5608806478,72971.7677448206,76,node/2955112120,node/2955112120,,,,street_lamp,,,,,,,,,,,,,,,288.502502441406
77996.9794591975,73011.4683951229,77,node/2955118440,node/2955118440,,,,street_lamp,,,,,,,,,,,,,,,287.207489013672
77982.6193585719,73048.9553367934,78,node/2955118456,node/2955118456,,,,street_lamp,,,,,,,,,,,,,,,286.147491455078
69591.9607759961,66940.6367283844,100,node/4725000500,node/4725000500,,,,street_lamp,Philips MA50,,SOX,,,,,,,,,,,,290.890014648438
73636.7812634853,74841.2268361992,102,node/4822726261,node/4822726261,,,,street_lamp,,,,,,,,,,,,,,,290.097503662109
73638.1334406203,74841.736893369,103,node/4822726262,node/4822726262,,,,street_lamp,,,,,,,,,,,,,,,290.589996337891
73637.8791049981,74840.5582302767,104,node/4822726263,node/4822726263,,,,street_lamp,,,,,,,,,,,,,,,292.532501220703
73706.8689771497,74809.9927138972,105,node/4822902837,node/4822902837,,,,street_lamp,AEG PLS,,SOX,,,,,,,,,,,,293.387512207031
73683.1128092303,74748.4583737294,106,node/4822902838,node/4822902838,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,1.0,,,,,,Mapillary (2019-05-05),,,291.577484130859
73664.5289934758,74728.7934062821,107,node/4822902839,node/4822902839,,,,street_lamp,Thorn Alpha 4,,low_pressure_sodium,,,1.0,,,,,,Mapillary (2019-05-05),,,290.3125
73643.4134931803,74713.8361383661,108,node/4822902840,node/4822902840,,,,street_lamp,Thorn Alpha 4,,low_pressure_sodium,,,1.0,,,,,,Mapillary (2019-05-05),,,289.5
73619.262359117,74699.0604330959,109,node/4822902841,node/4822902841,,,,street_lamp,Thorn Alpha 4,,low_pressure_sodium,,,1.0,,,,,,Mapillary (2019-05-05),,,289.204986572266
73596.2900248495,74684.9507953695,110,node/4822902842,node/4822902842,,,,street_lamp,Thorn Alpha 4,,low_pressure_sodium,,,1.0,,,,,,Mapillary (2019-05-05),,,288.959991455078
77516.7684260075,74039.5083042803,123,node/4922171823,node/4922171823,,,,street_lamp,,,,,,,,,,,,,,,310.097503662109
69021.4370446038,66276.7127794539,295,node/5174294040,node/5174294040,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,298.192504882812
69004.8929967134,66250.1306900905,296,node/5174294099,node/5174294099,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,298.247497558594
68963.359238213,66187.6744392285,297,node/5174294100,node/5174294100,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,298.845001220703
68943.2063909365,66159.5649494315,298,node/5174294101,node/5174294101,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,299.285339355469
68922.5982036764,66131.9235831325,299,node/5174294102,node/5174294102,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,299.511199951172
68877.9082876047,66077.6268743347,300,node/5174294103,node/5174294103,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,300.265014648438
68580.8137125873,65839.3677298637,301,node/5174294108,node/5174294108,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,298.417510986328
68551.8392328309,65818.0291880999,302,node/5174294109,node/5174294109,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,297.89501953125
69211.8422674955,66509.2988955712,303,node/5183201009,node/5183201009,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,295.326995849609
69161.174805067,66452.887288214,304,node/5183201010,node/5183201010,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,295.795013427734
76854.2046138502,71034.4823634962,307,node/5458864323,node/5458864323,,,,street_lamp,,,SON,,,,,,,,,Mapillary (2019-02-21),,,291.712493896484
76944.9908437643,71061.4141281734,308,node/5458864525,node/5458864525,,,,street_lamp,,,SON,,,,,,,,,Mapillary (2019-02-21),,,291.779998779297
76923.8854507784,70747.0689349423,309,node/5458864727,node/5458864727,,,,street_lamp,Schréder TX N,,high_pressure_sodium,,,,,,,,,Mapillary (2019-02-21),,,290.369995117188
72593.0986038558,77325.5376184756,312,node/6043629677,node/6043629677,,,,street_lamp,Philips SGS203,,high_pressure_sodium,,,,,,,,,,,,335.285003662109
72580.6946531379,77304.4887773743,326,node/6068180959,node/6068180959,,,,street_lamp,Philips MA60,,low_pressure_sodium,,,1.0,,180.0,,,,,,,333.769989013672
73851.6867406526,75800.0982040725,327,node/6076301186,node/6076301186,,,,street_lamp,Philips MA60,,low_pressure_sodium,,,1.0,,180.0,,,,,,,304.072509765625
73858.4459520211,75866.9576594544,328,node/6076301187,node/6076301187,,,,street_lamp,Philips MA60,,low_pressure_sodium,,,1.0,,180.0,,,,,,,304.582489013672
68641.8713091384,64065.0883505305,329,node/6118986800,node/6118986800,,,,street_lamp,,,,,,,,,,,,,,,282.779998779297
68624.4071710204,64077.3810603742,330,node/6118986801,node/6118986801,,,,street_lamp,,,,,,,,,,,,,,,282.79248046875
68648.0076173325,64076.6871075931,331,node/6118986802,node/6118986802,,,,street_lamp,,,,,,,,,,,,,,,282.777496337891
72677.0536204157,77228.0603137606,332,node/6266770219,node/6266770219,,,,street_lamp,Philips SGS203,,high_pressure_sodium,,,,,,,,,,,,332.512512207031
72651.8890877504,77216.259871579,333,node/6266770220,node/6266770220,,,,street_lamp,Philips SGS203,,high_pressure_sodium,,,,,,,,,,,,333.572509765625
72629.715425935,77199.0834593819,334,node/6266770221,node/6266770221,,,,street_lamp,Philips SGS203,,high_pressure_sodium,,,,,,,,,,,,336.679992675781
72607.9408524476,77183.2968855101,335,node/6266770222,node/6266770222,,,,street_lamp,Philips SGS203,,high_pressure_sodium,,,3.0,,,,,,,,,338.27001953125
72659.7209821125,77480.970991743,336,node/6266770223,node/6266770223,,,,street_lamp,Philips SGS203,,high_pressure_sodium,,,,,,,,,,,,342.10498046875
72643.4847789968,77510.767132904,337,node/6266770224,node/6266770224,,,,street_lamp,Philips SGS203,,high_pressure_sodium,,,,,,,,,,,,342.612518310547
72628.9271177713,77536.9463217352,338,node/6266770225,node/6266770225,,,,street_lamp,Philips SGS203,,high_pressure_sodium,,,,,,,,,,,,345.535003662109
72604.9285070229,77569.0998294351,339,node/6266770226,node/6266770226,,,,street_lamp,Philips SGS203,,high_pressure_sodium,,,,,,,,,,,,346.540008544922
72591.8028151679,77558.7960655426,340,node/6266770227,node/6266770227,,,,street_lamp,Philips SGS203,,high_pressure_sodium,,,,,,,,,,,,346.130004882812
72611.5814392191,77531.2305715163,341,node/6266770228,node/6266770228,,,,street_lamp,Philips SGS203,,high_pressure_sodium,,,,,,,,,,,,344.040008544922
72628.5412908048,77502.5233449549,342,node/6266770229,node/6266770229,,,,street_lamp,Philips SGS203,,high_pressure_sodium,,,,,,,,,,,,342.217498779297
72644.4796316891,77471.5263515546,343,node/6266770230,node/6266770230,,,,street_lamp,Philips SGS203,,high_pressure_sodium,,,,,,,,,,,,340.915008544922
73636.4189897267,74241.3271904898,344,node/6266770231,node/6266770231,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,291.584991455078
73666.7119352464,74239.7350813741,345,node/6266770232,node/6266770232,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,294.195007324219
74510.6935919035,71998.6371670933,346,node/6266770233,node/6266770233,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,291.592498779297
74484.333508877,72019.0727182611,347,node/6266770234,node/6266770234,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,289.877502441406
74457.7778822287,72039.0192185262,348,node/6266770235,node/6266770235,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,289.415008544922
74402.0520657972,72074.3774141807,349,node/6266770237,node/6266770237,,,,street_lamp,Philips MA50,,SOX,,,,,,,,,,,,286.537506103516
74664.0443858537,71923.3449996197,350,node/6266770238,node/6266770238,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,296.072509765625
74636.5176608532,71942.323932996,351,node/6266770239,node/6266770239,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,295.567504882812
74608.8970305377,71961.2141208711,352,node/6266770240,node/6266770240,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,294.10498046875
74581.957011773,71980.771111692,353,node/6266770241,node/6266770241,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,293.182495117188
74554.7211788261,72000.8179055068,354,node/6266770242,node/6266770242,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,292.176239013672
74528.4624692918,72021.5423194449,355,node/6266770243,node/6266770243,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,291.972503662109
74502.2976798874,72041.9775904172,356,node/6266770244,node/6266770244,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,290.022491455078
74476.9068375381,72062.4010898021,357,node/6266770245,node/6266770245,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,288.855010986328
74451.1343004295,72084.1931226416,358,node/6266770246,node/6266770246,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,288.559997558594
74427.0114964915,72106.7510400396,359,node/6266770247,node/6266770247,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,287.327514648438
74402.7886262544,72130.2656756982,360,node/6266770248,node/6266770248,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,286.745025634766
74379.8313628833,72153.701273126,361,node/6266770249,node/6266770249,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,285.232513427734
74245.4920684612,72281.9232318119,362,node/6266770250,node/6266770250,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,282.992492675781
74266.2004455498,72259.5682557969,363,node/6266770251,node/6266770251,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,283.130004882812
74286.5190514001,72237.7365072943,364,node/6266770252,node/6266770252,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,283.464996337891
74356.9688623606,72177.6818589205,365,node/6266770253,node/6266770253,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,284.529998779297
74333.832074211,72201.9520013162,366,node/6266770254,node/6266770254,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,283.957489013672
74313.8893052815,72223.9166494985,367,node/6266770255,node/6266770255,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,283.54248046875
74416.4041408176,72079.2677291701,368,node/6266770256,node/6266770256,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,287.247497558594
74393.1394091242,72099.2890672119,369,node/6266770257,node/6266770257,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,286.447509765625
74370.215278955,72119.8551447616,370,node/6266770258,node/6266770258,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,285.637512207031
74348.0651983277,72140.5428693204,371,node/6266770259,node/6266770259,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,285.105010986328
74326.0320183591,72162.231561849,372,node/6266770260,node/6266770260,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,284.554992675781
74303.8824969568,72183.1307893072,373,node/6266770261,node/6266770261,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,285.652496337891
74290.3097175174,72197.3701342163,374,node/6266770262,node/6266770262,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,283.820007324219
74258.4758739208,72223.2845880763,375,node/6266770263,node/6266770263,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,282.960021972656
74239.4520092812,72245.4042628303,376,node/6266770264,node/6266770264,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,282.899993896484
74216.1941321854,72270.6537892593,377,node/6266770265,node/6266770265,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,284.607513427734
74156.4887911104,72340.8867864506,378,node/6266770266,node/6266770266,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,280.432495117188
74173.3593837868,72320.904557926,379,node/6266770267,node/6266770267,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,282.480010986328
74189.2687984772,72301.3349184652,380,node/6266770268,node/6266770268,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,285.642486572266
74226.1433311636,72304.2991057142,381,node/6266770269,node/6266770269,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,282.945007324219
74207.4514575388,72325.4175500307,382,node/6266770270,node/6266770270,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,282.950012207031
74187.9803153312,72347.9938900655,383,node/6266770271,node/6266770271,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,282.75
74168.6181417213,72370.8927291025,384,node/6266770272,node/6266770272,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,282.987487792969
74131.2400822216,72417.4788573127,385,node/6266770273,node/6266770273,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,283.197479248047
74113.2288186788,72445.4926673975,386,node/6266770274,node/6266770274,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,284.510009765625
74137.6904002372,72363.4625931777,387,node/6266770275,node/6266770275,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,282.887512207031
74117.9645037843,72390.8442463995,388,node/6266770276,node/6266770276,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,283.0625
74099.6668363151,72414.7765597689,389,node/6266770277,node/6266770277,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,283.372497558594
73924.5487037525,72730.1258382968,390,node/6266770278,node/6266770278,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,285.202484130859
73941.4067608677,72700.6334046515,391,node/6266770279,node/6266770279,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,284.777496337891
73957.6226008542,72672.1649729947,392,node/6266770280,node/6266770280,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,284.572479248047
73974.3524009693,72644.0741831264,393,node/6266770281,node/6266770281,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,284.472503662109
73992.2390161972,72615.7374943724,394,node/6266770282,node/6266770282,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,284.277496337891
74009.9889793056,72587.9015138554,395,node/6266770283,node/6266770283,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,284.10498046875
74028.2595939818,72559.9315612314,396,node/6266770284,node/6266770284,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,284.484985351562
74045.7580980389,72533.2526822418,397,node/6266770285,node/6266770285,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,283.852508544922
74063.7711107341,72507.451959587,398,node/6266770286,node/6266770286,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,283.927490234375
74081.4182264112,72497.6120470572,399,node/6266770287,node/6266770287,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,284.240020751953
74095.2190776394,72474.7522232876,400,node/6266770288,node/6266770288,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,283.6875
74081.3538512683,72437.7635654977,401,node/6266770289,node/6266770289,,,,street_lamp,AEG PLS,,low_pressure_sodium,,,,,,,,,,,,283.412506103516
74047.4863094949,72473.1464468337,402,node/6266770290,node/6266770290,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,283.25
74031.2683055951,72500.6024820286,403,node/6266770291,node/6266770291,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,283.557495117188
74012.7470239448,72530.986211739,404,node/6266770292,node/6266770292,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,283.75
73995.5049677512,72560.6123003187,405,node/6266770293,node/6266770293,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,284.105010986328
73978.5130947274,72587.4242545248,406,node/6266770294,node/6266770294,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,284.132507324219
73960.1215795955,72616.9182504192,407,node/6266770295,node/6266770295,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,284.357513427734
73943.2616173514,72645.0092261517,408,node/6266770296,node/6266770296,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,284.45751953125
73926.5328155484,72673.8564206567,409,node/6266770297,node/6266770297,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,284.574981689453
73909.804622521,72703.0929446759,410,node/6266770298,node/6266770298,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,284.882507324219
73894.095126352,72731.4386144887,411,node/6266770299,node/6266770299,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,285.434997558594
73879.0302982553,72760.6733900794,412,node/6266770300,node/6266770300,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,286.095001220703
73863.9657689484,72790.0305529516,413,node/6266770301,node/6266770301,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,286.8125
73849.6655501172,72817.3515407488,414,node/6266770302,node/6266770302,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,287.635009765625
73838.3068064245,72843.3902173256,415,node/6266770303,node/6266770303,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,288.420013427734
73827.0756088155,72867.0152568852,416,node/6266770304,node/6266770304,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,288.945007324219
73809.5876870941,72907.6087264619,417,node/6266770305,node/6266770305,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,290.047485351562
73797.7243481505,72934.6601811573,418,node/6266770306,node/6266770306,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,290.605010986328
73786.2389970422,72963.3906893991,419,node/6266770307,node/6266770307,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,291.252502441406
73773.4774762412,72995.1701536656,420,node/6266770308,node/6266770308,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,291.782501220703
73762.1245306431,73025.6689974088,421,node/6266770309,node/6266770309,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,292.352508544922
73750.1375123314,73057.9703853197,422,node/6266770310,node/6266770310,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,292.834991455078
73700.5100617985,73322.9581303576,423,node/6266770311,node/6266770311,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,295.677520751953
73675.8914543477,73315.5456357437,424,node/6266770312,node/6266770312,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,295.440002441406
73668.6994919435,73348.3644496335,425,node/6266770313,node/6266770313,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,295.529998779297
73662.8204797795,73378.6347735447,426,node/6266770314,node/6266770314,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,297.380004882812
73687.6648679296,73387.7264045669,427,node/6266770315,node/6266770315,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,295.635009765625
73656.1805199579,73413.5217034741,428,node/6266770316,node/6266770316,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,295.442504882812
73682.249447744,73418.8303431312,429,node/6266770317,node/6266770317,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,298.524993896484
73677.1600477947,73450.4789023411,430,node/6266770318,node/6266770318,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,295.239990234375
73650.5358864702,73446.2942724147,431,node/6266770319,node/6266770319,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,295.262512207031
73645.1156944166,73479.2890338872,432,node/6266770320,node/6266770320,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,294.990020751953
73670.7351780532,73483.8084604916,433,node/6266770321,node/6266770321,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,295.049987792969
73640.3691855433,73513.3841226824,434,node/6266770322,node/6266770322,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,294.615020751953
73635.9529861025,73545.4879578623,435,node/6266770323,node/6266770323,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,296.072509765625
73662.1279351147,73549.2281453152,436,node/6266770324,node/6266770324,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,294.1875
73657.9292890799,73581.9990465762,437,node/6266770325,node/6266770325,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,293.825012207031
73632.3120480244,73579.0256664266,438,node/6266770326,node/6266770326,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,293.717498779297
73629.4560744421,73609.9042587131,439,node/6266770327,node/6266770327,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,293.1875
73654.9655017242,73613.5450829437,440,node/6266770328,node/6266770328,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,293.25
73651.7738669029,73648.0832631054,441,node/6266770329,node/6266770329,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,292.627502441406
73626.489224088,73644.8870821211,442,node/6266770330,node/6266770330,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,292.559997558594
73623.962378667,73678.9907431498,443,node/6266770331,node/6266770331,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,291.865020751953
73649.5849694049,73680.7406329752,444,node/6266770332,node/6266770332,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,291.972503662109
73647.7295301367,73714.1650533429,445,node/6266770333,node/6266770333,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,291.362487792969
73621.7741645631,73712.0818920132,446,node/6266770334,node/6266770334,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,294.024993896484
73620.0358784698,73746.6295323521,447,node/6266770335,node/6266770335,,,,street_lamp,Philips MA60,,SOX,,,,,,,,,,,,290.802490234375
